ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Airbags
60,5488,0,6,44,2001,2,2,1.5,210000,4.0,4,2,3
61,30063,934,5,24,2015,6,3,2.5,148105,4.0,1,2,4
62,15800,769,2,45,2011,1,3,2.2,255456,4.0,1,2,4
63,43952,1249,5,24,2017,6,3,2.5,111643,4.0,1,2,4
64,53154,891,5,5,2016,1,3,2.0,84506,4.0,1,2,4
65,14740,815,6,6,2011,2,1,1.8,288000,4.0,1,2,8
66,3763,1053,7,47,2014,1,2,3.5,94362,6.0,1,3,12
67,18189,0,6,6,2012,3,2,1.8,175000,4.0,1,2,8
68,862,2455,1,17,2008,1,2,4.7,263190,8.0,1,1,0
69,220,1185,4,4,2009,1,1,2.5,193614,4.0,1,2,0
70,5645,1324,6,18,2010,1,1,3.3,264877,6.0,1,1,12
71,7527,830,6,48,2019,3,2,1.5,27656,4.0,1,2,12
72,21953,1187,3,30,2014,3,1,1.4,16000,8.0,1,1,10
73,8154,0,3,49,1998,1,2,2.0,0,4.0,1,1,2
74,21953,781,6,8,2012,3,2,2.5,195053,4.0,1,2,0
75,19121,531,5,14,2012,3,2,1.6,121362,4.0,1,2,4
76,36065,639,5,5,2014,1,3,2.0,69191,4.0,1,2,4
77,8781,174,3,3,2012,2,1,1.3,83000,4.0,2,2,12
78,6247,760,2,50,2010,3,2,1.8,40772,4.0,1,2,4
79,16289,642,2,51,2012,1,3,2.0,172000,4.0,1,2,4
80,77775,1604,7,52,2014,1,2,5.5,433811,8.0,1,1,10
81,2822,0,10,53,1995,3,2,2.0,350000,6.0,4,3,2
82,549,781,16,54,2012,1,2,2.5,148213,4.0,1,1,0
83,6981,1095,17,55,2008,3,2,2.0,103246,4.0,1,2,4
84,27284,891,5,14,2016,3,2,2.0,105394,4.0,2,2,12
85,4234,0,3,30,1997,2,2,1.4,0,4.0,4,2,6
86,15053,0,7,58,2004,3,2,3.2,214000,6.0,2,3,8
87,15458,966,5,59,2009,7,2,2.0,123346,4.0,1,2,4
88,2901,473,2,50,2014,3,2,1.4,80827,4.0,1,2,12
89,706,1138,9,60,2013,7,2,3.8,64464,6.0,1,3,12
90,314,382,4,40,2015,3,1,2.0,91760,4.0,1,2,12
91,15681,1811,1,61,2010,1,2,4.6,275240,8.0,1,1,0
92,10663,988,6,6,2007,2,2,1.5,318400,4.0,1,2,6
93,12858,765,4,63,2015,3,2,2.0,91200,4.0,1,2,10
94,1019,917,10,21,2013,1,3,3.0,137802,6.0,1,1,12
95,549,917,10,38,2013,3,1,3.0,151586,6.0,1,3,12
96,12858,0,18,64,2016,2,2,1.2,107000,4.0,4,2,2
97,15000,0,10,65,2008,3,4,3.0,210408,6.0,2,3,12
98,85553,1156,4,66,2017,1,2,2.3,100567,4.0,1,2,4
99,44752,1091,5,24,2016,6,3,2.5,86000,4.0,1,2,4
100,17158,687,5,14,2010,3,2,1.6,122740,4.0,1,2,4
101,12231,0,19,67,2005,1,6,2.4,144000,4.0,2,1,16
103,1254,0,19,69,1997,3,2,1.3,100000,4.0,4,3,0
104,94,0,3,3,2003,2,2,1.5,178000,4.0,3,2,4
105,25591,1131,20,70,2013,1,3,2.0,85704,4.0,1,2,4
106,14897,836,5,5,2010,1,3,2.0,58962,4.0,1,2,4
107,23521,779,6,8,2013,3,1,2.5,90000,4.0,2,2,12
108,3450,0,14,71,1995,2,2,1.2,50000,3.0,4,2,0
109,706,777,21,72,2014,3,2,2.5,0,4.0,1,2,12
110,1019,1537,6,18,2009,3,1,3.3,318358,6.0,1,1,12
111,16935,765,4,40,2015,3,2,2.0,71454,4.0,1,2,0
112,19444,781,6,8,2012,3,2,2.5,0,4.0,2,2,6
113,11604,639,5,7,2014,3,6,2.0,346470,4.0,1,2,4
114,51965,891,5,5,2016,1,3,2.0,59515,4.0,1,2,4
115,706,394,6,8,2014,3,1,2.5,115312,4.0,1,2,12
116,13328,1347,5,24,2008,8,3,2.5,74444,4.0,1,2,4
117,17876,0,15,74,2012,8,2,2.0,143000,4.0,2,2,12
118,549,2866,15,75,2004,3,2,3.5,299709,6.0,1,2,12
119,20071,0,6,76,2008,1,2,2.4,135000,4.0,1,1,8
120,22894,862,5,24,2011,8,3,2.5,124444,4.0,1,2,4
121,2901,503,3,30,2012,3,1,1.5,146403,4.0,1,2,0
122,15681,0,19,77,1997,1,2,2.4,142000,4.0,1,1,6
123,39829,1811,1,61,2010,1,2,4.6,155821,8.0,1,1,0
124,706,1646,1,61,2015,1,2,4.6,102907,8.0,1,1,0
125,18660,0,5,7,2013,3,2,2.4,130000,4.0,2,2,6
126,22580,1017,7,33,2017,3,2,2.0,50930,4.0,1,3,12
127,11604,639,5,7,2014,3,6,2.0,264872,4.0,1,2,4
128,314,259,2,78,2014,2,1,1.4,131893,4.0,1,2,0
129,5488,751,22,79,2013,1,2,2.4,138958,4.0,1,2,12
130,4300,0,7,80,1985,6,3,2.5,1111111,4.0,4,3,1
131,18817,609,6,8,2018,3,1,2.5,35058,4.0,1,2,12
132,21169,697,3,81,2015,1,2,1.8,33330,4.0,1,1,8
133,9095,0,23,82,2011,7,2,1.2,141000,4.0,1,2,4
134,1568,639,12,25,2014,3,3,2.0,82392,4.0,1,2,12
135,17876,585,5,84,2013,3,2,1.8,117920,4.0,2,2,12
136,11290,891,5,7,2016,3,6,2.0,279787,4.0,1,2,4
137,36065,1399,6,85,2010,8,2,3.5,227200,6.0,2,2,16
138,862,394,6,8,2014,3,1,2.5,130478,4.0,1,2,12
139,21395,781,5,24,2012,6,3,2.5,166144,4.0,1,2,4
140,15681,891,5,7,2016,3,6,2.0,258706,4.0,1,2,4
141,627,475,2,78,2012,1,1,1.4,188419,4.0,1,2,0
142,40070,690,6,28,2016,2,2,1.5,25807,4.0,1,2,4
143,11917,0,7,86,2008,2,2,1.7,180000,4.0,1,2,8
144,35927,1131,20,88,2013,1,3,2.0,137267,4.0,1,2,4
145,21012,308,6,6,2014,3,1,1.8,160000,4.0,1,1,4
146,21012,1823,6,26,2018,3,2,3.5,27358,6.0,1,2,12
147,13172,1361,18,89,2009,8,3,2.9,84176,4.0,1,2,6
148,15624,707,5,59,2011,7,2,2.0,107005,4.0,1,2,4
149,4547,0,8,12,1997,3,2,1.6,15000,4.0,4,2,2
150,5488,1273,24,90,2015,1,2,3.5,124154,6.0,1,1,12
151,20005,531,5,14,2012,3,2,1.6,104997,4.0,1,2,4
152,36110,924,12,91,2017,3,2,1.8,27728,6.0,2,2,8
153,7840,0,7,92,1998,3,2,2.4,777777,6.0,4,3,4
154,470,1077,21,93,2019,1,2,2.0,11566,4.0,1,1,12
155,1300,0,13,94,2018,7,2,0.5,4000,1.0,2,3,0
156,43880,891,5,5,2016,1,3,2.0,113700,4.0,1,2,4
157,17249,0,6,8,2011,3,1,2.5,152000,4.0,3,2,12
158,9408,0,6,96,2003,6,2,1.5,181926,4.0,1,1,2
159,44213,891,5,5,2016,1,3,2.0,50255,4.0,1,2,4
160,8467,2078,10,97,2001,3,2,2.5,252800,6.0,4,3,6
161,627,915,13,98,2014,3,2,3.0,164488,6.0,1,1,12
162,706,475,23,82,2012,2,2,1.4,164574,4.0,1,2,12
163,3136,473,2,50,2014,3,2,1.4,156992,4.0,1,2,12
164,3450,0,8,12,1995,3,4,2.0,0,4.0,4,2,2
165,31500,0,15,99,2010,1,6,4.0,90200,6.0,2,1,12
166,20385,0,19,100,2005,8,2,3.0,184000,6.0,1,1,12
167,314,1053,7,10,2014,3,3,3.5,149486,6.0,1,1,12
168,2300,0,12,101,1996,3,4,2.0,0,4.0,4,2,0
169,7840,0,7,102,2004,6,6,1.9,170000,4.0,2,2,4
170,56450,0,6,103,2018,3,2,2.5,25000,4.0,2,2,12
171,1490,639,12,25,2014,6,3,2.0,113214,4.0,1,2,12
172,627,836,6,26,2012,3,2,2.7,394069,4.0,1,3,12
173,314,1053,7,10,2014,3,3,3.5,149486,6.0,1,1,12
174,13172,0,3,49,2002,1,2,2.4,260000,4.0,1,1,6
175,4704,917,13,105,2013,2,2,3.0,301707,6.0,1,1,0
176,706,751,5,7,2013,3,2,2.4,175827,4.0,1,2,12
177,5802,1055,7,10,2013,3,3,3.5,107800,6.0,1,3,12
178,25716,777,6,8,2014,3,2,2.5,115200,4.0,1,2,8
179,14426,642,2,51,2012,1,6,2.0,132036,4.0,1,2,4
180,10820,0,6,76,2001,1,2,2.0,91000,4.0,1,1,4
181,45436,1172,4,66,2011,1,2,3.5,129177,4.0,1,2,4
182,11917,893,5,106,2008,2,3,1.6,201000,4.0,4,2,8
183,41281,765,5,5,2015,1,3,2.0,185811,4.0,1,2,4
184,4391,0,15,107,1998,3,2,2.4,358400,4.0,4,2,2
185,3058,1872,9,20,2018,3,2,3.6,28968,6.0,1,1,12
186,3700,0,25,108,2001,7,2,1.8,240000,4.0,4,2,4
187,15681,0,26,109,2008,1,2,1.6,98000,4.0,1,1,12
188,6586,815,1,110,2011,2,1,1.8,122302,4.0,1,2,0
189,12544,0,6,6,2007,2,1,1.5,140000,4.0,1,2,6
190,30063,639,5,43,2014,1,3,2.0,120000,4.0,1,2,4
191,72130,1885,9,111,2010,2,2,4.8,196800,8.0,2,1,8
192,21639,0,5,112,2015,2,2,1.6,17200,4.0,2,2,10
193,36692,0,6,113,2013,1,2,2.5,120000,4.0,2,2,0
194,30,0,3,3,2002,2,2,1.5,0,4.0,1,2,4
195,12231,1266,6,28,2014,2,1,1.5,66000,4.0,3,2,4
196,3136,0,6,114,2004,3,2,1.5,300000,4.0,3,2,4
197,10663,0,6,6,2009,3,1,1.8,230000,4.0,3,2,6
198,5620,447,3,3,2013,2,2,1.3,110467,4.0,1,2,4
199,19130,2148,7,115,2010,3,2,5.5,157000,4.0,1,2,10
200,9408,174,3,3,2012,2,1,1.3,64000,4.0,3,2,4
202,5959,1730,2,116,2011,3,2,5.3,246976,8.0,1,2,12
203,26594,777,5,24,2014,8,3,2.5,179918,4.0,1,2,4
204,36065,779,6,117,2013,3,1,2.5,92200,4.0,2,2,12
205,549,862,21,119,2011,3,2,2.5,216550,4.0,1,2,12
206,6000,0,11,22,1993,1,2,4.0,240000,6.0,1,1,5
207,40142,1811,1,17,2010,1,2,4.6,357246,8.0,1,1,0
208,14000,585,5,14,2013,3,2,1.8,50000,4.0,2,2,10
209,17923,473,2,50,2014,3,2,1.4,127842,4.0,1,2,4
210,54518,831,5,43,2017,1,2,1.6,40193,4.0,1,2,4
211,10349,0,8,120,2003,2,2,1.6,180000,4.0,4,2,6
212,8154,0,6,121,2002,2,2,1.3,115000,4.0,1,2,7
213,282,289,4,4,2008,1,1,0.4,220474,4.0,1,2,0
214,7527,1131,12,91,2013,3,3,2.0,132310,4.0,1,2,12
215,3450,1249,6,8,2017,3,2,2.5,60762,4.0,1,2,12
216,22063,836,5,43,2010,1,3,2.0,142264,4.0,1,2,4
217,2901,503,3,30,2012,3,1,1.5,146403,4.0,1,2,0
218,4704,585,6,122,2013,3,2,1.8,227371,4.0,1,2,12
219,5331,0,12,91,2002,3,2,2.8,175000,6.0,4,2,6
220,941,642,12,25,2012,3,3,2.0,203440,4.0,1,2,12
221,16900,502,3,3,2013,2,2,1.5,70000,4.0,1,2,4
222,18189,0,15,123,2010,1,2,2.5,122000,4.0,1,1,4
223,5331,0,21,124,2000,8,2,2.5,127000,4.0,1,2,4
224,42651,1017,7,36,2017,1,2,2.0,44995,4.0,1,1,0
225,15524,586,6,6,2012,2,1,1.8,122324,4.0,1,2,7
226,17249,0,10,125,2007,3,2,3.0,111111,6.0,2,3,10
227,73071,0,1,126,2013,3,2,3.5,56000,6.0,2,3,12
228,862,333,4,40,2014,3,1,2.0,186048,4.0,1,2,0
229,28909,831,5,14,2017,3,3,1.6,98000,4.0,1,2,4
230,8467,642,5,7,2012,3,6,2.0,573249,4.0,1,2,4
231,50,0,6,28,2013,3,1,1.5,130000,4.0,1,3,0
232,14426,639,5,7,2014,3,6,2.0,169024,4.0,1,2,4
233,9000,1325,12,127,2011,8,2,1.4,126000,4.0,1,2,6
234,30734,1053,7,10,2014,3,3,3.5,200179,6.0,1,1,12
235,22580,779,6,8,2013,3,2,2.5,156666,4.0,1,2,12
236,862,259,2,78,2014,1,1,1.4,133195,4.0,1,2,0
237,7464,247,3,3,2014,2,1,1.3,114950,4.0,1,2,4
238,1333,1091,4,40,2016,3,2,2.5,154850,4.0,1,2,12
239,59865,879,5,43,2019,1,3,1.6,13000,4.0,1,2,4
240,49237,1342,6,26,2017,1,2,2.7,94262,4.0,1,3,12
241,68223,1327,5,24,2018,6,3,2.5,27406,4.0,1,2,4
242,392,1017,7,33,2017,3,2,2.0,1600,4.0,1,3,12
243,7683,0,15,128,2006,3,4,1.8,200000,4.0,3,2,2
244,2430,1598,7,10,2008,3,3,3.0,175614,6.0,1,3,12
245,282,333,4,40,2014,3,1,2.0,0,4.0,1,2,0
246,392,629,15,37,2015,1,2,1.6,85944,4.0,1,1,0
247,33556,765,7,129,2015,3,2,2.0,0,4.0,1,3,12
248,39161,831,20,130,2017,1,3,1.6,73000,4.0,1,2,4
249,16308,0,4,11,2008,4,3,2.2,180000,4.0,4,2,2
250,17719,0,6,8,2009,3,1,2.4,92000,4.0,2,2,8
251,43278,1514,1,61,2011,1,2,4.6,160138,8.0,1,1,0
252,470,1058,5,5,2012,1,2,3.5,197923,6.0,1,1,12
253,941,1935,6,131,2016,1,2,4.6,254805,8.0,1,1,12
254,49858,1077,5,43,2019,1,3,2.0,48000,4.0,1,2,4
255,220,1055,7,133,2013,3,2,3.5,159250,6.0,1,3,12
256,9722,765,5,7,2015,3,6,2.0,582376,4.0,1,2,4
257,21326,0,7,134,2006,3,2,5.0,2000,8.0,1,3,12
258,51075,1017,5,43,2017,1,3,2.0,40800,4.0,1,2,4
259,15241,707,5,59,2011,7,2,2.0,117492,4.0,1,2,4
260,2587,382,4,40,2015,3,1,2.0,88795,4.0,1,2,0
261,15524,1347,5,24,2008,8,3,2.5,56769,4.0,1,2,4
262,4861,779,6,8,2013,3,1,2.5,136861,4.0,1,2,12
263,29793,0,7,135,2005,3,2,3.5,263000,4.0,1,3,0
264,18208,531,5,14,2012,3,2,1.6,95665,4.0,1,2,4
265,549,481,5,7,2017,3,1,2.0,107387,4.0,1,2,12
266,30,0,15,128,2006,2,2,1.5,0,4.0,1,2,4
267,34497,779,6,136,2013,1,2,2.5,65350,4.0,2,2,12
268,6272,1522,8,137,2000,5,2,1.8,130000,4.0,4,2,0
269,4924,1282,2,45,2007,1,3,2.0,183923,4.0,1,2,4
270,43576,1091,5,24,2016,6,3,2.5,97129,4.0,1,2,4
271,7840,0,7,139,2001,3,4,2.0,140000,4.0,4,3,4
272,28225,1079,6,13,2018,1,2,2.0,24000,4.0,1,2,8
273,700,0,8,140,1992,3,2,1.1,0,4.0,4,2,2
274,2352,0,21,141,1998,2,2,1.5,300000,4.0,4,2,2
275,18817,738,2,50,2017,2,2,1.4,29094,4.0,1,2,0
276,4861,382,4,40,2015,3,1,2.0,148709,4.0,1,2,12
277,13172,1399,1,1,2010,1,1,3.5,186005,6.0,1,1,12
278,37320,1055,7,142,2013,3,2,3.5,156800,4.0,2,1,12
279,706,1017,4,4,2017,1,2,2.0,251430,4.0,1,2,12
280,39201,881,6,8,2015,3,1,2.5,35000,4.0,1,2,10
281,36426,880,5,14,2018,3,6,1.6,35643,4.0,1,2,4
282,8467,0,3,30,2006,2,2,1.8,250000,4.0,4,2,4
283,7840,0,7,143,2000,7,2,3.2,255000,6.0,2,3,4
284,12701,900,3,49,2015,1,2,2.4,117158,4.0,1,2,12
285,8154,781,16,54,2012,1,2,2.5,281659,4.0,1,1,0
286,46414,881,6,144,2015,3,1,2.5,63645,4.0,2,2,12
287,45160,798,7,145,2015,1,3,2.1,197338,4.0,1,1,12
288,100,0,10,146,2007,9,2,3.0,1123,6.0,2,1,12
289,1176,639,19,148,2014,2,2,2.0,136634,4.0,1,2,12
290,12231,0,5,14,2013,7,2,1.8,77000,6.0,4,2,0
291,5802,988,6,6,2007,2,1,1.5,140000,4.0,3,2,12
292,2901,1277,5,7,2018,3,2,2.4,45494,4.0,1,2,12
293,1882,442,6,6,2017,3,1,1.8,47672,4.0,1,2,12
294,22894,0,15,99,2010,3,2,4.0,109100,12.0,1,1,12
295,11290,0,3,3,2013,3,1,1.3,145000,4.0,1,2,8
296,6586,0,10,149,1997,3,6,1.8,270000,4.0,4,3,2
297,14426,0,6,8,2006,3,1,2.4,188800,4.0,3,2,8
298,36065,1051,19,150,2016,1,2,2.4,39000,4.0,3,2,12
299,27284,0,6,151,2014,3,2,2.5,52000,4.0,2,2,12
300,21639,1091,16,54,2016,1,2,2.5,34000,4.0,3,1,7
301,7840,790,5,106,2009,2,2,1.6,140000,4.0,1,2,4
302,7840,0,7,152,1998,3,4,2.0,180003,4.0,4,3,4
303,282,289,4,4,2008,1,1,0.4,220474,4.0,1,2,0
304,1646,1292,7,153,2016,1,2,3.0,59099,6.0,1,1,0
305,24198,1131,5,43,2013,1,3,2.0,124000,4.0,1,2,4
306,25365,502,3,3,2013,2,2,1.5,34682,4.0,1,2,4
307,1725,777,2,154,2014,3,2,2.5,310061,4.0,1,2,12
308,314,1399,27,155,2010,3,2,3.5,162453,6.0,1,2,12
309,17249,586,6,6,2012,3,1,1.8,22400,4.0,1,2,8
310,470,1399,7,10,2010,3,2,3.5,229904,6.0,1,1,12
311,4704,1047,5,14,2007,3,3,1.6,54279,4.0,1,2,4
312,12720,815,2,50,2011,3,2,1.8,135759,4.0,1,2,4
313,26372,1131,5,43,2013,1,3,2.0,120534,4.0,1,2,4
314,13485,0,10,21,2003,1,6,3.0,189000,6.0,2,1,10
315,25591,380,5,14,2014,3,2,1.6,140000,4.0,1,2,4
316,6429,1211,7,129,2010,3,2,3.0,108517,6.0,1,1,12
317,251,1493,1,9,2016,1,2,3.5,107030,6.0,1,1,12
318,39829,1811,1,61,2010,1,2,4.6,155821,8.0,1,1,0
319,13172,1793,7,10,2011,3,3,5.5,325811,8.0,1,1,12
320,627,1077,6,13,2019,1,2,2.0,24339,4.0,1,2,12
321,8097,790,17,55,2009,3,2,1.6,130000,4.0,1,2,4
322,12388,919,10,21,2012,1,3,3.0,420794,6.0,1,1,12
323,18503,0,5,7,2012,3,1,2.0,280480,4.0,1,2,9
324,12231,574,3,156,2010,3,1,1.3,150000,4.0,3,2,12
325,40,0,3,3,2002,2,2,1.3,135000,4.0,3,2,4
326,17054,862,5,24,2011,6,3,2.5,237853,4.0,1,2,4
327,5300,0,3,157,2001,6,2,2.0,111000,4.0,1,2,6
328,9565,765,5,7,2015,3,6,2.0,42000,4.0,1,2,4
329,24302,765,2,154,2015,3,3,2.0,60618,4.0,1,2,4
330,18817,0,6,8,2009,3,2,2.4,230400,4.0,1,2,12
331,1960,777,15,107,2014,3,2,2.5,127918,4.0,1,2,12
332,17249,1051,5,7,2016,3,2,2.4,77000,4.0,2,2,10
333,15530,891,5,7,2016,3,6,2.0,280016,4.0,1,2,4
334,11290,891,5,7,2016,3,6,2.0,270874,4.0,1,2,4
335,24148,0,6,6,2013,2,1,1.8,118000,4.0,1,2,12
336,10036,639,5,7,2014,3,6,2.0,362868,4.0,1,2,4
337,18817,697,5,14,2015,3,2,1.8,85000,4.0,2,2,12
338,10349,308,1,110,2014,2,1,1.8,132563,4.0,1,2,0
339,549,1399,1,9,2010,1,2,3.5,138211,6.0,1,1,12
340,9252,765,5,7,2015,3,6,2.0,391625,4.0,1,2,4
341,55823,930,5,43,2018,1,3,1.7,38577,4.0,1,2,4
342,25089,0,6,8,2013,3,2,2.5,132800,6.0,2,3,12
343,18669,862,5,24,2011,8,3,2.5,52686,4.0,1,2,4
344,941,1058,1,1,2012,1,1,3.5,232357,6.0,1,1,12
345,15053,1998,4,11,2001,4,3,2.4,253206,4.0,4,3,2
346,10660,271,3,3,2014,2,1,1.5,76525,4.0,1,2,4
347,37000,891,5,43,2016,1,3,2.0,80000,4.0,1,2,4
348,18826,707,20,88,2011,1,3,2.0,186412,4.0,1,2,4
349,14583,1172,7,10,2011,3,3,3.5,230696,6.0,1,1,12
350,5645,706,19,158,2011,2,2,0.7,92000,3.0,1,2,2
351,18826,836,20,130,2010,1,3,2.0,120000,4.0,1,2,4
352,22649,707,5,43,2011,1,3,2.0,142000,4.0,1,2,4
353,16590,862,5,24,2011,8,3,2.5,42415,4.0,1,2,4
354,31988,394,6,8,2014,3,1,2.5,51000,4.0,1,2,12
355,8624,966,17,55,2009,3,2,2.0,19999,4.0,1,2,4
356,21012,881,6,8,2015,3,1,2.5,89000,4.0,3,2,0
357,10663,1266,3,3,2014,2,1,1.5,114000,4.0,1,2,8
358,220,1053,7,10,2014,3,3,3.5,95987,6.0,1,1,12
359,5331,0,19,160,2003,2,2,1.3,241589,4.0,3,2,5
360,7370,0,8,137,2000,8,2,1.8,260000,4.0,4,2,6
361,4391,0,19,161,2006,1,2,0.7,314000,3.0,4,1,2
362,17876,1661,4,162,2013,2,1,2.0,120000,4.0,2,2,10
363,11604,0,3,3,2010,2,1,1.3,157000,4.0,2,2,2
364,13799,0,10,163,2005,3,2,4.8,240000,8.0,2,3,12
365,40769,1249,6,164,2017,1,2,2.5,76000,4.0,2,1,12
366,7997,1850,1,15,2008,1,1,3.5,244731,6.0,1,2,12
367,7840,0,7,165,1995,3,3,2.5,410918,2.0,4,2,2
368,14113,862,12,25,2011,3,2,2.5,156800,4.0,1,2,12
369,11917,0,3,3,2011,2,1,1.3,188000,4.0,1,2,8
370,12777,1131,5,7,2013,3,2,2.0,162558,4.0,1,2,4
371,18817,0,6,27,2013,2,1,1.5,130000,4.0,1,2,12
372,23521,781,6,8,2012,3,1,2.5,83000,4.0,3,2,10
373,22580,1286,13,34,2010,1,2,3.2,150400,6.0,2,1,7
374,392,690,1,1,2016,1,1,3.5,27038,6.0,1,1,12
375,12544,815,6,6,2011,2,1,1.8,284678,4.0,1,2,12
376,3450,831,5,7,2011,3,1,2.4,224349,4.0,1,2,0
377,1882,308,6,6,2014,2,1,1.8,263392,4.0,1,2,12
378,11133,394,6,8,2014,3,1,2.5,179381,4.0,1,2,12
379,94,1017,5,14,2017,1,2,2.0,284251,4.0,1,2,12
380,34184,1058,7,10,2012,3,2,3.5,133000,6.0,1,3,12
381,7495,1090,2,45,2008,1,3,2.0,71486,4.0,1,2,4
382,4861,815,1,110,2011,2,1,1.8,95590,4.0,1,2,12
383,13485,765,5,7,2015,3,6,2.0,72369,4.0,1,2,4
384,81539,1935,1,61,2016,1,2,4.6,155976,8.0,1,1,0
385,20005,531,5,14,2012,3,2,1.6,147718,4.0,1,2,4
386,3000,0,16,166,2003,5,2,2.5,1000,6.0,2,1,6
387,11917,0,6,8,2007,3,1,2.4,200000,4.0,3,2,12
388,7840,0,7,152,1998,3,4,2.0,180003,4.0,4,3,4
389,627,586,1,110,2012,2,1,1.8,192683,4.0,1,2,0
390,12570,761,2,55,2010,3,2,1.8,152293,4.0,1,2,4
391,17249,0,28,168,2004,1,6,5.4,464000,8.0,1,1,6
392,2800,0,10,97,1988,3,3,2.4,455680,6.0,4,3,4
393,6899,0,7,35,1997,3,4,1.8,0,4.0,4,2,4
394,14009,595,6,28,2015,2,2,1.5,137350,4.0,1,2,4
395,392,1514,1,17,2011,3,2,4.6,202048,8.0,1,1,0
396,8311,891,7,36,2016,1,2,2.0,109555,4.0,1,2,0
