School DBN,Date,Enrolled,Absent,Present,Released
05M046,20190515,627,80,547,0
05M046,20190516,626,65,561,0
05M046,20190517,625,79,546,0
05M046,20190520,625,82,543,0
05M046,20190521,625,64,561,0
05M046,20190522,625,48,577,0
05M046,20190523,626,78,548,0
05M046,20190524,625,85,540,0
05M046,20190528,625,80,545,0
05M046,20190529,625,72,553,0
05M046,20190530,625,76,549,0
05M046,20190531,625,89,536,0
05M046,20190603,625,71,554,0
05M046,20190605,624,76,548,0
05M046,20190607,624,116,508,0
05M046,20190610,624,112,512,0
05M046,20190612,624,105,519,0
05M046,20190613,624,106,518,0
05M046,20190614,624,116,508,0
05M046,20190617,624,141,483,0
05M046,20190618,624,155,469,0
05M046,20190619,624,142,482,0
05M046,20190620,624,193,431,0
05M046,20190621,624,205,419,0
05M046,20190624,624,246,378,0
05M046,20190625,624,272,352,0
05M046,20190626,623,210,413,0
05M092,20180905,257,35,222,0
05M092,20180906,259,25,234,0
05M092,20180907,261,16,245,0
05M092,20180912,259,6,253,0
05M092,20180913,259,10,249,0
05M092,20180914,259,11,248,0
05M092,20180917,263,12,251,0
05M092,20180918,264,5,259,0
05M092,20180920,264,13,251,0
05M092,20180921,263,12,251,0
05M092,20180924,263,14,249,0
05M092,20180925,264,25,239,0
05M092,20180926,261,21,240,0
05M092,20180927,261,12,249,0
05M092,20180928,260,24,236,0
05M092,20181001,260,18,242,0
05M092,20181002,260,11,249,0
05M092,20181003,260,10,250,0
05M092,20181004,259,3,256,0
05M092,20181005,259,17,242,0
05M092,20181009,259,19,240,0
05M092,20181010,258,14,244,0
05M092,20181011,258,16,242,0
05M092,20181012,258,20,238,0
05M092,20181015,258,18,240,0
05M092,20181016,258,15,243,0
05M092,20181017,258,13,245,0
05M092,20181018,258,14,244,0
05M092,20181019,257,21,236,0
05M092,20181022,257,60,197,0
05M092,20181023,257,12,245,0
05M092,20181024,257,9,248,0
05M092,20181025,257,12,245,0
05M092,20181026,257,18,239,0
05M092,20181029,257,22,235,0
05M092,20181030,257,12,245,0
05M092,20181031,259,28,231,0
05M092,20181101,259,35,224,0
05M092,20181102,259,21,238,0
05M092,20181105,259,26,233,0
05M092,20181107,259,18,241,0
05M092,20181108,258,12,245,1
05M092,20181109,257,20,237,0
05M092,20181113,257,24,233,0
05M092,20181114,257,12,245,0
05M092,20181115,257,83,174,0
05M092,20181116,257,60,197,0
05M092,20181119,257,19,238,0
05M092,20181120,257,21,236,0
05M092,20181121,257,43,214,0
05M092,20181126,257,11,246,0
05M092,20181127,257,20,237,0
05M092,20181128,257,13,244,0
05M092,20181129,257,22,235,0
05M092,20181130,255,21,234,0
05M092,20181203,255,14,241,0
05M092,20181204,255,19,236,0
05M092,20181205,255,18,237,0
05M092,20181206,253,20,233,0
05M092,20181207,253,40,213,0
05M092,20181210,253,24,229,0
05M092,20181211,253,20,233,0
05M092,20181212,253,24,229,0
05M092,20181213,253,26,227,0
05M092,20181214,253,28,225,0
05M092,20181217,254,83,171,0
05M092,20181218,254,27,227,0
05M092,20181219,254,19,235,0
05M092,20181220,254,15,239,0
05M092,20181221,254,58,196,0
05M092,20190102,253,56,197,0
05M092,20190103,253,30,223,0
05M092,20190104,254,29,225,0
05M092,20190107,254,22,232,0
05M092,20190108,254,20,234,0
05M092,20190109,253,21,232,0
05M092,20190110,253,22,231,0
05M092,20190111,253,31,222,0
05M092,20190114,252,35,217,0
05M092,20190115,252,22,230,0
05M092,20190116,252,33,219,0
05M092,20190117,252,26,226,0
05M092,20190118,252,50,202,0
05M092,20190122,252,41,211,0
05M092,20190123,253,14,239,0
05M092,20190124,253,37,216,0
05M092,20190125,253,17,236,0
05M092,20190128,253,21,232,0
05M092,20190129,252,15,237,0
05M092,20190130,252,35,217,0
05M092,20190131,252,127,125,0
05M092,20190201,252,37,215,0
05M092,20190204,252,21,231,0
05M092,20190206,252,16,236,0
05M092,20190207,252,23,229,0
05M092,20190208,252,40,212,0
05M092,20190211,252,20,232,0
05M092,20190212,252,48,204,0
05M092,20190213,252,17,217,18
05M092,20190214,252,24,228,0
05M092,20190215,252,28,224,0
05M092,20190225,253,22,231,0
05M092,20190226,253,24,229,0
05M092,20190227,253,17,236,0
05M092,20190228,254,19,235,0
05M092,20190301,255,40,215,0
05M092,20190305,255,22,233,0
05M092,20190306,255,25,230,0
05M092,20190307,255,20,235,0
05M092,20190308,255,24,231,0
05M092,20190311,255,13,242,0
05M092,20190312,255,20,235,0
05M092,20190313,255,12,243,0
05M092,20190314,255,96,159,0
05M092,20190315,255,26,229,0
05M092,20190318,255,25,230,0
05M092,20190319,255,15,240,0
05M092,20190320,255,21,234,0
05M092,20190321,255,18,237,0
05M092,20190322,255,33,222,0
05M092,20190325,255,18,237,0
05M092,20190326,254,19,235,0
05M092,20190327,253,15,238,0
05M092,20190328,253,17,236,0
05M092,20190329,253,22,231,0
05M092,20190401,254,25,229,0
05M092,20190402,254,13,241,0
05M092,20190403,254,13,241,0
05M092,20190404,254,23,231,0
05M092,20190405,254,35,219,0
05M092,20190408,254,21,233,0
05M092,20190409,254,17,237,0
05M092,20190410,254,18,236,0
05M092,20190411,253,37,216,0
05M092,20190412,253,36,217,0
05M092,20190415,253,43,210,0
05M092,20190416,253,22,231,0
05M092,20190417,253,25,228,0
05M092,20190418,253,49,204,0
05M092,20190429,253,19,234,0
05M092,20190430,254,15,239,0
05M092,20190501,254,28,226,0
05M092,20190502,254,21,233,0
05M092,20190503,255,26,229,0
05M092,20190506,255,21,234,0
05M092,20190507,255,26,229,0
05M092,20190508,255,24,231,0
05M092,20190509,255,23,232,0
05M092,20190510,255,31,223,1
05M092,20190513,256,43,212,1
05M092,20190514,257,30,227,0
05M092,20190515,257,26,231,0
05M092,20190516,257,29,228,0
05M092,20190517,257,34,223,0
05M092,20190520,257,23,234,0
05M092,20190521,257,24,232,1
05M092,20190522,257,21,235,1
05M092,20190523,257,38,219,0
05M092,20190524,259,35,224,0
05M092,20190528,259,43,216,0
05M092,20190529,259,23,236,0
05M092,20190530,259,19,240,0
05M092,20190531,259,34,225,0
05M092,20190603,259,20,239,0
05M092,20190605,259,31,228,0
05M092,20190607,259,25,234,0
05M092,20190610,259,58,201,0
05M092,20190612,259,19,239,1
05M092,20190613,259,57,202,0
05M092,20190614,259,38,221,0
05M092,20190617,259,38,221,0
05M092,20190618,259,48,211,0
05M092,20190619,259,37,222,0
05M092,20190620,259,56,203,0
05M092,20190621,259,90,169,0
05M092,20190624,259,84,175,0
05M092,20190625,259,116,143,0
05M092,20190626,259,87,172,0
05M123,20180905,460,83,377,0
05M123,20180906,463,67,396,0
05M123,20180907,460,65,395,0
05M123,20180912,464,36,428,0
05M123,20180913,460,38,422,0
05M123,20180914,457,33,424,0
05M123,20180917,460,40,420,0
05M123,20180918,461,33,428,0
05M123,20180920,463,18,445,0
05M123,20180921,462,31,431,0
05M123,20180924,463,24,439,0
05M123,20180925,463,37,426,0
05M123,20180926,462,25,437,0
05M123,20180927,463,22,441,0
05M123,20180928,462,34,428,0
05M123,20181001,461,39,422,0
05M123,20181002,461,22,439,0
05M123,20181003,463,25,438,0
05M123,20181004,463,27,436,0
05M123,20181005,463,37,426,0
05M123,20181009,461,40,421,0
05M123,20181010,462,29,433,0
05M123,20181011,463,30,433,0
05M123,20181012,462,32,430,0
05M123,20181015,463,45,418,0
05M123,20181016,463,30,433,0
05M123,20181017,463,28,435,0
05M123,20181018,463,47,416,0
05M123,20181019,463,36,427,0
05M123,20181022,463,45,418,0
05M123,20181023,465,42,422,1
05M123,20181024,466,26,439,1
05M123,20181025,465,38,427,0
05M123,20181026,465,43,422,0
05M123,20181029,466,39,427,0
05M123,20181030,467,38,428,1
05M123,20181031,469,64,404,1
05M123,20181101,469,38,430,1
05M123,20181102,467,48,419,0
05M123,20181105,467,30,437,0
05M123,20181107,464,22,442,0
05M123,20181108,463,33,430,0
05M123,20181109,462,35,427,0
05M123,20181113,461,34,427,0
05M123,20181114,460,31,429,0
05M123,20181115,460,156,304,0
05M123,20181116,464,98,366,0
05M123,20181119,463,39,424,0
05M123,20181120,467,37,430,0
05M123,20181121,467,80,387,0
05M123,20181126,468,30,438,0
05M123,20181127,466,34,432,0
05M123,20181128,465,22,443,0
05M123,20181129,465,34,431,0
05M123,20181130,465,38,427,0
05M123,20181203,466,30,436,0
05M123,20181204,466,30,436,0
05M123,20181205,464,46,418,0
05M123,20181206,465,44,421,0
05M123,20181207,465,41,424,0
05M123,20181210,463,34,429,0
05M123,20181211,465,37,428,0
05M123,20181212,468,34,434,0
05M123,20181213,469,34,435,0
05M123,20181214,469,49,420,0
05M123,20181217,469,42,427,0
05M123,20181218,469,37,432,0
05M123,20181219,470,47,423,0
05M123,20181220,474,42,432,0
05M123,20181221,471,98,373,0
05M123,20190102,471,104,367,0
05M123,20190103,472,46,426,0
05M123,20190104,472,56,416,0
05M123,20190107,472,36,436,0
05M123,20190108,473,28,445,0
05M123,20190109,474,28,446,0
05M123,20190110,475,38,437,0
05M123,20190111,474,36,438,0
05M123,20190114,473,41,432,0
05M123,20190115,471,39,432,0
05M123,20190116,470,31,439,0
05M123,20190117,471,45,426,0
05M123,20190118,472,68,404,0
05M123,20190122,472,64,408,0
05M123,20190123,472,41,431,0
05M123,20190124,472,45,427,0
05M123,20190125,472,48,424,0
05M123,20190128,472,41,431,0
05M123,20190129,472,40,432,0
05M123,20190130,474,41,433,0
05M123,20190131,474,182,292,0
05M123,20190201,474,55,419,0
05M123,20190204,474,32,442,0
05M123,20190206,475,21,454,0
05M123,20190207,474,40,434,0
05M123,20190208,475,38,437,0
05M123,20190211,474,42,431,1
05M123,20190212,475,60,414,1
05M123,20190213,476,37,402,37
05M123,20190214,476,29,446,1
05M123,20190215,476,52,424,0
05M123,20190225,478,28,450,0
05M123,20190226,479,34,444,1
05M123,20190227,479,31,448,0
05M123,20190228,478,29,449,0
05M123,20190301,479,45,433,1
05M123,20190305,479,20,458,1
05M123,20190306,478,21,456,1
05M123,20190307,478,35,443,0
05M123,20190308,478,33,444,1
05M123,20190311,477,47,430,0
05M123,20190312,475,31,443,1
05M123,20190313,475,22,453,0
05M123,20190314,475,124,351,0
05M123,20190315,475,49,425,1
05M123,20190318,476,24,452,0
05M123,20190319,478,30,448,0
05M123,20190320,478,27,451,0
05M123,20190321,478,40,438,0
05M123,20190322,478,41,436,1
05M123,20190325,478,38,440,0
05M123,20190326,479,37,442,0
05M123,20190327,481,23,458,0
05M123,20190328,485,34,401,50
05M123,20190329,485,39,445,1
05M123,20190401,485,36,449,0
05M123,20190402,485,19,465,1
05M123,20190403,485,9,476,0
05M123,20190404,485,31,454,0
05M123,20190405,485,39,445,1
05M123,20190408,485,39,446,0
05M123,20190409,485,24,461,0
05M123,20190410,485,29,455,1
05M123,20190411,485,37,448,0
05M123,20190412,485,44,440,1
05M123,20190415,485,57,427,1
05M123,20190416,485,32,452,1
05M123,20190417,486,41,444,1
05M123,20190418,486,63,422,1
05M123,20190429,486,47,439,0
05M123,20190430,485,29,456,0
05M123,20190501,485,12,473,0
05M123,20190502,485,7,478,0
05M123,20190503,486,55,431,0
05M123,20190506,486,30,456,0
05M123,20190507,486,36,450,0
05M123,20190508,488,39,449,0
05M123,20190509,490,45,445,0
05M123,20190510,493,47,446,0
05M123,20190513,494,48,446,0
05M123,20190514,494,35,459,0
05M123,20190515,496,43,453,0
05M123,20190516,495,33,462,0
05M123,20190517,495,36,459,0
05M123,20190520,494,54,440,0
05M123,20190521,494,35,459,0
05M123,20190522,494,38,456,0
05M123,20190523,493,52,440,1
05M123,20190524,492,48,444,0
05M123,20190528,493,55,437,1
05M123,20190529,493,30,463,0
05M123,20190530,493,48,444,1
05M123,20190531,493,45,448,0
05M123,20190603,493,37,456,0
05M123,20190605,493,97,396,0
05M123,20190607,493,76,415,2
05M123,20190610,493,59,432,2
05M123,20190612,492,26,466,0
05M123,20190613,493,63,429,1
05M123,20190614,493,58,434,1
05M123,20190617,493,63,429,1
05M123,20190618,493,69,423,1
05M123,20190619,493,76,417,0
05M123,20190620,492,94,397,1
05M123,20190621,492,144,348,0
05M123,20190624,492,142,349,1
05M123,20190625,492,253,239,0
05M123,20190626,490,189,301,0
05M125,20180905,282,31,251,0
05M125,20180906,279,26,253,0
05M125,20180907,278,23,255,0
05M125,20180912,278,12,266,0
05M125,20180913,277,14,263,0
05M125,20180914,278,10,268,0
05M125,20180917,277,15,262,0
05M125,20180918,280,28,252,0
05M125,20180920,280,12,268,0
05M125,20180921,281,17,264,0
05M125,20180924,280,16,264,0
05M125,20180925,281,20,261,0
05M125,20180926,281,8,273,0
05M125,20180927,281,13,268,0
05M125,20180928,280,28,252,0
05M125,20181001,280,15,265,0
05M125,20181002,280,15,265,0
05M125,20181003,280,12,268,0
05M125,20181004,281,10,271,0
05M125,20181005,280,12,268,0
05M125,20181009,283,16,267,0
05M125,20181010,283,12,271,0
05M125,20181011,283,21,262,0
05M125,20181012,283,13,270,0
05M125,20181015,283,18,265,0
05M125,20181016,282,11,271,0
05M125,20181017,282,13,269,0
05M125,20181018,282,23,259,0
05M125,20181019,282,20,262,0
05M125,20181022,282,27,255,0
05M125,20181023,283,14,269,0
05M125,20181024,284,15,269,0
05M125,20181025,284,16,268,0
05M125,20181026,284,24,260,0
05M125,20181029,283,19,264,0
05M125,20181030,284,15,269,0
05M125,20181031,284,23,261,0
05M125,20181101,284,23,261,0
05M125,20181102,284,20,264,0
05M125,20181105,285,20,265,0
05M125,20181107,285,15,270,0
05M125,20181108,285,12,273,0
05M125,20181109,285,19,266,0
05M125,20181113,286,27,259,0
05M125,20181114,286,23,263,0
05M125,20181115,286,92,194,0
05M125,20181116,286,47,239,0
05M125,20181119,288,18,270,0
05M125,20181120,288,25,263,0
05M125,20181121,288,48,240,0
05M125,20181126,288,25,263,0
05M125,20181127,288,24,264,0
05M125,20181128,288,13,275,0
05M125,20181129,288,20,268,0
05M125,20181130,290,20,270,0
05M125,20181203,289,24,265,0
05M125,20181204,289,26,263,0
05M125,20181205,291,26,265,0
05M125,20181206,291,15,276,0
05M125,20181207,291,21,270,0
05M125,20181210,291,23,268,0
05M125,20181211,291,26,265,0
05M125,20181212,291,16,275,0
05M125,20181213,291,23,268,0
05M125,20181214,291,27,264,0
05M125,20181217,291,29,262,0
05M125,20181218,289,17,272,0
05M125,20181219,289,30,259,0
05M125,20181220,289,28,261,0
05M125,20181221,289,58,231,0
05M125,20190102,287,45,242,0
05M125,20190103,287,33,254,0
05M125,20190104,287,34,253,0
05M125,20190107,287,29,258,0
05M125,20190108,287,30,257,0
05M125,20190109,287,25,262,0
05M125,20190110,287,32,255,0
05M125,20190111,287,26,261,0
05M125,20190114,288,32,256,0
05M125,20190115,289,17,272,0
05M125,20190116,289,23,266,0
05M125,20190117,289,19,270,0
05M125,20190118,289,39,250,0
05M125,20190122,289,43,246,0
05M125,20190123,289,17,272,0
05M125,20190124,289,19,270,0
05M125,20190125,290,19,271,0
05M125,20190128,290,23,267,0
05M125,20190129,291,27,264,0
05M125,20190130,291,37,254,0
05M125,20190131,290,113,177,0
05M125,20190201,290,32,258,0
05M125,20190204,291,24,267,0
05M125,20190206,290,13,277,0
05M125,20190207,290,23,267,0
05M125,20190208,290,25,265,0
05M125,20190211,290,20,270,0
05M125,20190212,290,36,254,0
05M125,20190213,290,24,266,0
05M125,20190214,290,19,271,0
05M125,20190215,290,44,246,0
05M125,20190225,291,22,269,0
05M125,20190226,293,21,272,0
05M125,20190227,293,19,274,0
05M125,20190228,293,22,271,0
05M125,20190301,293,41,252,0
05M125,20190305,293,18,275,0
05M125,20190306,293,15,278,0
05M125,20190307,293,22,271,0
05M125,20190308,294,30,264,0
05M125,20190311,294,23,271,0
05M125,20190312,294,30,264,0
05M125,20190313,294,21,273,0
05M125,20190314,294,86,208,0
05M125,20190315,296,19,277,0
05M125,20190318,296,20,276,0
05M125,20190319,296,15,281,0
05M125,20190320,296,24,272,0
05M125,20190321,296,24,272,0
05M125,20190322,296,36,260,0
05M125,20190325,296,28,268,0
05M125,20190326,296,21,275,0
05M125,20190327,296,22,274,0
05M125,20190328,296,16,244,36
05M125,20190329,296,19,277,0
05M125,20190401,296,18,278,0
05M125,20190402,296,20,276,0
05M125,20190403,296,32,264,0
05M125,20190404,296,33,263,0
05M125,20190405,294,39,255,0
05M125,20190408,294,15,279,0
05M125,20190409,296,20,276,0
05M125,20190410,296,18,278,0
05M125,20190411,296,20,276,0
05M125,20190412,296,22,274,0
05M125,20190415,296,38,258,0
05M125,20190416,296,26,270,0
05M125,20190417,296,31,265,0
05M125,20190418,296,41,255,0
05M125,20190429,296,19,277,0
05M125,20190430,296,15,281,0
05M125,20190501,296,23,273,0
05M125,20190502,297,17,280,0
05M125,20190503,297,29,268,0
05M125,20190506,297,20,277,0
05M125,20190507,297,16,281,0
05M125,20190508,297,20,277,0
05M125,20190509,297,20,277,0
05M125,20190510,297,32,265,0
05M125,20190513,297,28,269,0
05M125,20190514,297,17,280,0
05M125,20190515,296,25,271,0
05M125,20190516,296,23,273,0
05M125,20190517,296,23,273,0
05M125,20190520,296,29,267,0
05M125,20190521,296,22,274,0
05M125,20190522,296,34,262,0
05M125,20190523,296,43,253,0
05M125,20190524,296,40,256,0
05M125,20190528,296,27,269,0
05M125,20190529,296,30,266,0
05M125,20190530,296,27,269,0
05M125,20190531,296,28,268,0
05M125,20190603,296,26,270,0
05M125,20190605,296,27,269,0
05M125,20190607,296,31,265,0
05M125,20190610,296,32,264,0
05M125,20190612,296,21,275,0
05M125,20190613,296,39,257,0
05M125,20190614,296,49,247,0
05M125,20190617,296,35,261,0
05M125,20190618,296,50,246,0
05M125,20190619,296,36,260,0
05M125,20190620,296,45,251,0
05M125,20190621,296,70,226,0
05M125,20190624,296,70,226,0
05M125,20190625,296,118,178,0
05M125,20190626,296,116,180,0
05M129,20180905,391,71,320,0
05M129,20180906,402,39,363,0
05M129,20180907,407,42,365,0
05M129,20180912,413,44,369,0
05M129,20180913,413,44,369,0
05M129,20180914,421,61,360,0
05M129,20180917,421,50,371,0
05M129,20180918,424,53,371,0
05M129,20180920,426,41,385,0
05M129,20180921,425,45,380,0
05M129,20180924,418,47,371,0
05M129,20180925,416,63,353,0
05M129,20180926,415,40,375,0
05M129,20180927,415,41,374,0
05M129,20180928,417,54,363,0
05M129,20181001,415,49,366,0
05M129,20181002,414,38,376,0
05M129,20181003,411,30,381,0
05M129,20181004,413,48,365,0
05M129,20181005,412,52,360,0
05M129,20181009,411,36,375,0
05M129,20181010,408,38,370,0
05M129,20181011,409,36,373,0
05M129,20181012,408,42,366,0
05M129,20181015,410,43,367,0
05M129,20181016,410,31,379,0
05M129,20181017,409,39,370,0
05M129,20181018,408,27,381,0
05M129,20181019,407,24,383,0
05M129,20181022,408,28,380,0
05M129,20181023,410,27,383,0
05M129,20181024,410,33,377,0
05M129,20181025,410,38,372,0
05M129,20181026,409,33,376,0
05M129,20181029,407,42,365,0
05M129,20181030,407,37,370,0
05M129,20181031,406,59,347,0
05M129,20181101,406,52,354,0
05M129,20181102,406,53,353,0
05M129,20181105,407,33,374,0
05M129,20181107,405,19,386,0
05M129,20181108,405,21,384,0
05M129,20181109,404,20,384,0
05M129,20181113,403,36,367,0
05M129,20181114,404,29,375,0
05M129,20181115,404,136,268,0
05M129,20181116,404,107,297,0
05M129,20181119,404,43,361,0
05M129,20181120,404,35,369,0
05M129,20181121,403,65,338,0
05M129,20181126,403,44,359,0
05M129,20181127,402,28,374,0
05M129,20181128,402,53,349,0
05M129,20181129,402,35,367,0
05M129,20181130,402,49,353,0
05M129,20181203,402,22,380,0
05M129,20181204,402,32,370,0
05M129,20181205,402,32,370,0
05M129,20181206,402,26,376,0
05M129,20181207,402,42,360,0
05M129,20181210,405,33,372,0
05M129,20181211,406,47,359,0
05M129,20181212,405,46,359,0
05M129,20181213,405,32,373,0
05M129,20181214,405,43,362,0
05M129,20181217,405,38,367,0
05M129,20181218,405,43,362,0
05M129,20181219,404,27,377,0
05M129,20181220,405,50,355,0
05M129,20181221,405,95,310,0
05M129,20190102,406,95,311,0
05M129,20190103,403,32,371,0
05M129,20190104,402,52,350,0
05M129,20190107,403,29,374,0
05M129,20190108,403,44,359,0
05M129,20190109,404,31,373,0
05M129,20190110,405,35,370,0
05M129,20190111,407,50,357,0
05M129,20190114,406,39,367,0
05M129,20190115,406,29,377,0
05M129,20190116,406,29,377,0
05M129,20190117,405,33,372,0
05M129,20190118,406,67,339,0
05M129,20190122,407,82,325,0
05M129,20190123,408,44,364,0
05M129,20190124,408,40,368,0
05M129,20190125,409,46,363,0
05M129,20190128,410,45,365,0
05M129,20190129,409,34,375,0
05M129,20190130,409,46,363,0
05M129,20190131,408,163,245,0
05M129,20190201,409,47,362,0
05M129,20190204,409,30,379,0
05M129,20190206,410,17,393,0
05M129,20190207,414,30,384,0
05M129,20190208,415,51,364,0
05M129,20190211,416,27,389,0
05M129,20190212,416,53,363,0
05M129,20190213,416,26,358,32
05M129,20190214,418,27,391,0
05M129,20190215,419,55,364,0
05M129,20190225,421,49,372,0
05M129,20190226,421,31,390,0
05M129,20190227,421,32,389,0
05M129,20190228,421,21,400,0
05M129,20190301,423,73,350,0
05M129,20190305,423,29,394,0
05M129,20190306,423,35,388,0
05M129,20190307,423,31,392,0
05M129,20190308,422,39,383,0
05M129,20190311,422,32,390,0
05M129,20190312,422,38,384,0
05M129,20190313,422,33,389,0
05M129,20190314,422,115,307,0
05M129,20190315,422,45,377,0
05M129,20190318,422,40,382,0
05M129,20190319,422,35,387,0
05M129,20190320,423,39,384,0
05M129,20190321,422,41,381,0
05M129,20190322,422,52,370,0
05M129,20190325,423,34,389,0
05M129,20190326,424,28,396,0
05M129,20190327,424,31,393,0
05M129,20190328,424,29,333,62
05M129,20190329,424,48,376,0
05M129,20190401,425,35,390,0
05M129,20190402,425,26,399,0
05M129,20190403,425,27,398,0
05M129,20190404,424,27,397,0
05M129,20190405,424,59,365,0
05M129,20190408,426,41,385,0
05M129,20190409,426,35,391,0
05M129,20190410,426,42,384,0
05M129,20190411,426,37,389,0
05M129,20190412,426,56,370,0
05M129,20190415,424,51,373,0
05M129,20190416,424,46,378,0
05M129,20190417,424,45,379,0
05M129,20190418,423,76,347,0
05M129,20190429,424,45,379,0
05M129,20190430,425,46,379,0
05M129,20190501,426,27,399,0
05M129,20190502,426,23,403,0
05M129,20190503,424,54,370,0
05M129,20190506,424,37,386,1
05M129,20190507,424,43,381,0
05M129,20190508,424,34,390,0
05M129,20190509,424,39,385,0
05M129,20190510,424,42,382,0
05M129,20190513,425,54,371,0
05M129,20190514,425,36,389,0
05M129,20190515,425,30,395,0
05M129,20190516,425,38,387,0
05M129,20190517,425,45,380,0
05M129,20190520,425,39,386,0
05M129,20190521,425,46,379,0
05M129,20190522,425,35,390,0
05M129,20190523,425,61,364,0
05M129,20190524,425,59,366,0
05M129,20190528,426,69,357,0
05M129,20190529,426,56,370,0
05M129,20190530,426,52,374,0
05M129,20190531,427,52,375,0
05M129,20190603,427,52,375,0
05M129,20190605,425,48,377,0
05M129,20190607,425,85,340,0
05M129,20190610,425,74,351,0
05M129,20190612,426,59,367,0
05M129,20190613,428,74,354,0
05M129,20190614,428,62,366,0
05M129,20190617,428,51,377,0
05M129,20190618,428,63,365,0
05M129,20190619,428,60,368,0
05M129,20190620,428,108,320,0
05M129,20190621,428,131,297,0
05M129,20190624,428,135,293,0
05M129,20190625,428,195,233,0
05M129,20190626,427,151,276,0
05M133,20180905,216,42,174,0
05M133,20180906,220,36,184,0
05M133,20180907,220,45,175,0
05M133,20180912,224,18,206,0
05M133,20180913,226,19,207,0
05M133,20180914,226,26,200,0
05M133,20180917,227,19,208,0
05M133,20180918,227,25,202,0
05M133,20180920,226,21,205,0
05M133,20180921,226,28,198,0
05M133,20180924,226,19,207,0
05M133,20180925,226,32,194,0
05M133,20180926,226,26,200,0
05M133,20180927,225,19,206,0
05M133,20180928,225,29,196,0
05M133,20181001,225,24,201,0
05M133,20181002,224,16,208,0
05M133,20181003,223,22,201,0
05M133,20181004,223,25,198,0
05M133,20181005,223,31,192,0
05M133,20181009,223,20,203,0
05M133,20181010,223,10,213,0
05M133,20181011,223,15,208,0
05M133,20181012,223,21,202,0
05M133,20181015,223,25,198,0
05M133,20181016,223,18,205,0
05M133,20181017,223,20,203,0
05M133,20181018,223,20,203,0
05M133,20181019,223,30,193,0
05M133,20181022,222,20,202,0
05M133,20181023,222,16,206,0
05M133,20181024,224,13,211,0
05M133,20181025,226,13,213,0
05M133,20181026,226,16,210,0
05M133,20181029,226,17,209,0
05M133,20181030,224,10,214,0
05M133,20181031,225,26,199,0
05M133,20181101,225,13,212,0
05M133,20181102,225,21,204,0
05M133,20181105,226,16,210,0
05M133,20181107,226,13,213,0
05M133,20181108,226,16,210,0
05M133,20181109,226,27,199,0
05M133,20181113,227,30,197,0
05M133,20181114,227,20,207,0
05M133,20181115,228,87,141,0
05M133,20181116,228,56,172,0
05M133,20181119,228,26,202,0
05M133,20181120,229,31,198,0
05M133,20181121,229,59,170,0
05M133,20181126,229,14,215,0
05M133,20181127,229,15,214,0
05M133,20181128,229,12,217,0
05M133,20181129,229,17,212,0
05M133,20181130,229,20,209,0
05M133,20181203,229,20,209,0
05M133,20181204,229,14,215,0
05M133,20181205,229,24,205,0
05M133,20181206,229,23,206,0
05M133,20181207,226,34,192,0
05M133,20181210,226,19,207,0
05M133,20181211,227,17,210,0
05M133,20181212,227,30,197,0
05M133,20181213,227,18,209,0
05M133,20181214,227,25,202,0
05M133,20181217,227,18,209,0
05M133,20181218,227,31,196,0
05M133,20181219,227,18,209,0
05M133,20181220,227,34,193,0
05M133,20181221,227,82,145,0
05M133,20190102,227,53,174,0
05M133,20190103,229,26,203,0
05M133,20190104,229,27,202,0
05M133,20190107,229,18,211,0
05M133,20190108,229,24,205,0
05M133,20190109,228,14,214,0
05M133,20190110,228,10,218,0
05M133,20190111,229,18,211,0
05M133,20190114,229,20,209,0
05M133,20190115,229,22,207,0
05M133,20190116,229,24,205,0
05M133,20190117,230,23,207,0
05M133,20190118,230,40,190,0
05M133,20190122,230,37,193,0
05M133,20190123,230,22,208,0
05M133,20190124,229,20,209,0
05M133,20190125,229,18,211,0
05M133,20190128,229,22,207,0
05M133,20190129,229,18,211,0
05M133,20190130,228,22,206,0
05M133,20190131,229,98,131,0
05M133,20190201,228,37,191,0
05M133,20190204,228,19,209,0
05M133,20190206,228,13,215,0
05M133,20190207,228,17,211,0
05M133,20190208,229,19,210,0
05M133,20190211,229,14,215,0
05M133,20190212,229,29,200,0
05M133,20190213,229,19,210,0
05M133,20190214,229,26,203,0
05M133,20190215,230,30,200,0
05M133,20190225,229,22,207,0
05M133,20190226,227,21,206,0
05M133,20190227,227,12,215,0
05M133,20190228,229,9,220,0
05M133,20190301,228,31,197,0
05M133,20190305,229,13,216,0
05M133,20190306,230,25,205,0
05M133,20190307,230,16,214,0
05M133,20190308,230,30,200,0
05M133,20190311,233,31,202,0
05M133,20190312,236,18,218,0
05M133,20190313,237,22,215,0
05M133,20190314,237,77,160,0
05M133,20190315,236,1,235,0
05M133,20190318,237,20,217,0
05M133,20190319,238,18,220,0
05M133,20190320,238,28,210,0
05M133,20190321,239,1,238,0
05M133,20190322,239,36,203,0
05M133,20190325,239,28,211,0
05M133,20190326,239,19,220,0
05M133,20190327,238,14,224,0
05M133,20190328,237,17,192,28
05M133,20190329,237,19,218,0
05M133,20190401,237,19,218,0
05M133,20190402,237,14,223,0
05M133,20190403,238,14,224,0
05M133,20190404,239,22,217,0
05M133,20190405,240,22,218,0
05M133,20190408,240,21,219,0
05M133,20190409,240,15,225,0
05M133,20190410,239,17,222,0
05M133,20190411,239,26,213,0
